BuildingType,PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,ListOfAllPropertyUseTypes_list
NonResidential,Large Office,98101,DOWNTOWN,1908,1,10,0,132998,"Office, Retail Store",27,3775188,2244507,0,134,"['Office', 'Retail Store']"
NonResidential,Retail Store,98101,DOWNTOWN,1940,1,3,0,83118,Retail Store,54,2443142,2209419,233722,28,['Retail Store']
NonResidential,Retail Store,98101,DOWNTOWN,1924,1,3,0,77555,Retail Store,106,7802206,7802052,153,54,['Retail Store']
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1909,1,6,0,51218,"Office, Restaurant",56,2886142,2886141,0,20,"['Office', 'Restaurant']"
NonResidential,Large Office,98101,DOWNTOWN,1970,1,29,0,489182,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",94,36378588,32633842,3744742,426,"['Office', 'Other - Restaurant/Bar', 'Other - Technology/Science', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1929,1,27,13320,203251,"Office, Other - Technology/Science, Parking",86,16246106,8704772,127447,640,"['Office', 'Other - Technology/Science', 'Parking']"
NonResidential,Large Office,98104,DOWNTOWN,1921,1,13,0,189175,"Office, Other",116,19036416,19036413,0,133,"['Office', 'Other']"
NonResidential,Large Office,98104,DOWNTOWN,1998,1,13,74481,219322,"Office, Parking",117,17074142,17074139,0,119,"['Office', 'Parking']"
NonResidential,Large Office,98101,DOWNTOWN,1910,1,7,0,122356,"Data Center, Office, Retail Store",41,4585070,4371815,213255,42,"['Data Center', 'Office', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1921,1,3,0,52298,Office,39,1968655,1968655,0,14,['Office']
NonResidential,Large Office,98101,DOWNTOWN,1911,1,17,0,116640,"Financial Office, Food Service, Office, Other",70,6758566,5021914,0,169,"['Financial Office', 'Food Service', 'Office', 'Other']"
NonResidential,Medical Office,98104,EAST,1988,1,5,99314,89025,"Medical Office, Parking",104,8523594,7873601,649993,89,"['Medical Office', 'Parking']"
NonResidential,University,98122,CENTRAL,1916,1,2,0,60122,"College/University, Parking",12,690530,593029,97500,9,"['College/University', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1910,1,6,13700,81300,"Office, Parking",48,4052720,3983832,68888,31,"['Office', 'Parking']"
NonResidential,Large Office,98104,DOWNTOWN,1971,1,9,0,224857,Office,74,15272491,11225008,0,391,['Office']
NonResidential,Large Office,98104,DOWNTOWN,1998,1,8,124788,321473,"Office, Parking",40,13568148,13568146,0,95,"['Office', 'Parking']"
NonResidential,Other,98104,GREATER DUWAMISH,1939,1,2,0,58492,Other,27,1594422,717806,876616,52,['Other']
NonResidential,Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1907,1,6,0,62370,"Office, Restaurant",73,4353025,4353024,0,30,"['Office', 'Restaurant']"
NonResidential,Warehouse,98134,GREATER DUWAMISH,1960,1,1,0,73296,"Non-Refrigerated Warehouse, Parking",30,2356377,1117577,1238800,74,"['Non-Refrigerated Warehouse', 'Parking']"
Nonresidential COS,Other,98134,GREATER DUWAMISH,1944,1,4,0,99122,"Office, Other",146,14469228,12766128,1703098,179,"['Office', 'Other']"
NonResidential,Other,98134,GREATER DUWAMISH,1985,1,1,0,66133,"Non-Refrigerated Warehouse, Office, Other",82,6345010,5354420,990589,90,"['Non-Refrigerated Warehouse', 'Office', 'Other']"
NonResidential,Warehouse,98134,GREATER DUWAMISH,1952,1,2,0,115668,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",31,3534691,1657935,1876755,111,"['Data Center', 'Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Other,98108,GREATER DUWAMISH,1970,1,1,0,141686,Other,44,6673138,6673137,0,47,['Other']
NonResidential,Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1950,1,1,0,93610,"Data Center, Office",61,6235947,3877758,2358189,152,"['Data Center', 'Office']"
NonResidential,Large Office,98108,GREATER DUWAMISH,1973,1,2,0,156188,"Office, Parking",48,6843855,6557481,286373,61,"['Office', 'Parking']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1966,1,1,0,115620,Non-Refrigerated Warehouse,34,1951856,1951856,0,14,['Non-Refrigerated Warehouse']
NonResidential,Large Office,98108,GREATER DUWAMISH,1975,1,5,0,238148,"Office, Parking",44,10775646,10775645,0,75,"['Office', 'Parking']"
NonResidential,Distribution Center,98108,GREATER DUWAMISH,1969,1,1,0,71718,Distribution Center,2,151754,151754,0,1,['Distribution Center']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1969,1,1,0,55450,"Non-Refrigerated Warehouse, Office",78,4345698,2149197,2196501,132,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Distribution Center,98108,GREATER DUWAMISH,1979,1,1,0,54880,Distribution Center,50,2763597,1240788,1522809,90,['Distribution Center']
NonResidential,Retail Store,98126,DELRIDGE,1992,1,1,0,102500,"Parking, Retail Store",73,7305474,4972873,2332600,159,"['Parking', 'Retail Store']"
NonResidential,Supermarket / Grocery Store,98144,GREATER DUWAMISH,1963,1,1,0,50785,Supermarket/Grocery Store,272,7439009,4327325,3111684,195,['Supermarket/Grocery Store']
NonResidential,Small- and Mid-Sized Office,98106,DELRIDGE,1929,1,3,0,85126,Office,466,37951708,18610055,685132,166,['Office']
NonResidential,Other,98125,NORTH,2000,1,5,19820,283435,"Other, Parking, Restaurant, Retail Store",36,11077140,10602152,474987,99,"['Other', 'Parking', 'Restaurant', 'Retail Store']"
NonResidential,Distribution Center,98134,GREATER DUWAMISH,1986,1,1,0,411584,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",37,15091579,7501894,7589685,455,"['Distribution Center', 'Non-Refrigerated Warehouse', 'Refrigerated Warehouse']"
NonResidential,Mixed Use Property,98104,DOWNTOWN,1902,1,4,0,73320,"Non-Refrigerated Warehouse, Office, Retail Store",20,1141190,681682,459508,29,"['Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Large Office,98119,MAGNOLIA / QUEEN ANNE,2008,1,4,100176,142510,"Office, Parking",65,9683979,9683978,0,68,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,6,15840,79920,Office,56,5392618,4593859,798758,74,['Office']
NonResidential,Warehouse,98134,GREATER DUWAMISH,1946,1,1,0,179413,Non-Refrigerated Warehouse,19,3459543,3459542,0,24,['Non-Refrigerated Warehouse']
NonResidential,Warehouse,98134,GREATER DUWAMISH,1917,1,1,0,65288,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",9,605971,605971,0,4,"['Non-Refrigerated Warehouse', 'Office', 'Other - Services', 'Retail Store']"
NonResidential,Warehouse,98106,DELRIDGE,1966,1,1,0,170632,"Non-Refrigerated Warehouse, Office",4,602245,602245,0,4,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Large Office,98109,MAGNOLIA / QUEEN ANNE,1994,1,10,0,381511,"Office, Parking",52,11410228,10834205,576022,106,"['Office', 'Parking']"
NonResidential,Large Office,98104,DOWNTOWN,2009,1,17,138098,275166,"Office, Parking",46,13631141,13631140,0,95,"['Office', 'Parking']"
NonResidential,Mixed Use Property,98105,NORTHEAST,2009,1,6,54300,68100,"Multifamily Housing, Office, Parking, Retail Store",68,4865552,3880094,985457,79,"['Multifamily Housing', 'Office', 'Parking', 'Retail Store']"
NonResidential,Retail Store,98105,NORTHEAST,1956,1,2,0,93803,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",59,5453438,3884335,1569103,110,"['Non-Refrigerated Warehouse', 'Other', 'Restaurant', 'Retail Store']"
NonResidential,Warehouse,98118,GREATER DUWAMISH,1966,1,2,0,123000,"Non-Refrigerated Warehouse, Office",22,3004271,3004271,0,21,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Medical Office,98122,EAST,2003,1,5,112980,162150,Medical Office,56,9941308,9941307,0,69,['Medical Office']
NonResidential,Warehouse,98136,GREATER DUWAMISH,1978,1,1,0,60448,"Non-Refrigerated Warehouse, Office",17,1052245,620853,431392,27,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Other,98121,MAGNOLIA / QUEEN ANNE,1928,3,4,0,62600,Other,52,11147342,4031128,7116213,406,['Other']
NonResidential,Mixed Use Property,98122,EAST,2004,1,4,21612,55800,"Office, Other, Parking",58,2655388,2604783,50604,21,"['Office', 'Other', 'Parking']"
NonResidential,Medical Office,98122,EAST,1990,1,5,159157,130262,"Medical Office, Parking",87,12731388,11761550,969837,134,"['Medical Office', 'Parking']"
NonResidential,Other,98115,NORTH,1987,1,5,0,90266,Financial Office,89,7771934,7771933,0,54,['Financial Office']
NonResidential,Warehouse,98107,BALLARD,2004,1,4,6458,80874,Non-Refrigerated Warehouse,13,1165599,1027649,137950,14,['Non-Refrigerated Warehouse']
NonResidential,Hotel,98122,EAST,2003,1,6,50017,100528,"Hotel, Parking",133,13410041,5601497,7808543,454,"['Hotel', 'Parking']"
NonResidential,Other,98109,MAGNOLIA / QUEEN ANNE,1999,1,5,0,141718,"Other - Entertainment/Public Assembly, Restaurant",136,19085174,14573159,4512014,341,"['Other - Entertainment/Public Assembly', 'Restaurant']"
NonResidential,Hotel,98109,MAGNOLIA / QUEEN ANNE,2008,1,5,21273,90583,"Hotel, Parking, Restaurant, Swimming Pool",98,9444484,4825247,4619236,279,"['Hotel', 'Parking', 'Restaurant', 'Swimming Pool']"
NonResidential,Warehouse,98122,EAST,1988,1,4,0,132828,Non-Refrigerated Warehouse,8,1083730,1083729,0,8,['Non-Refrigerated Warehouse']
NonResidential,Warehouse,98106,DELRIDGE,1970,1,1,0,70400,"Non-Refrigerated Warehouse, Office",198,13962749,9916987,4045761,284,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Retail Store,98133,NORTHWEST,1995,1,1,0,101830,Retail Store,82,10713006,5935365,4777640,295,['Retail Store']
NonResidential,University,98144,CENTRAL,1974,2,4,0,114000,College/University,66,7575080,6341815,1233264,110,['College/University']
SPS-District K-12,Other,98124,GREATER DUWAMISH,2002,1,3,0,338063,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",61,20675922,18175883,2500035,259,"['Data Center', 'Non-Refrigerated Warehouse', 'Other', 'Refrigerated Warehouse', 'Repair Services (Vehicle', 'Shoe', 'Locksmith', 'etc)', 'Restaurant']"
NonResidential,Warehouse,98053,SOUTHWEST,1965,1,1,0,152365,"Non-Refrigerated Warehouse, Office",7,1069750,948207,121543,13,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Medical Office,98122,CENTRAL,1910,1,6,0,320946,"Laboratory, Medical Office",79,25471308,25205084,266222,190,"['Laboratory', 'Medical Office']"
NonResidential,Retail Store,98108,GREATER DUWAMISH,1958,1,1,0,74178,Retail Store,73,5402181,3296324,2105856,135,['Retail Store']
NonResidential,Warehouse,98125,NORTH,1987,1,4,0,80360,Non-Refrigerated Warehouse,8,686019,437019,249000,16,['Non-Refrigerated Warehouse']
SPS-District K-12,K-12 School,98116,SOUTHWEST,1950,1,1,0,61183,K-12 School,38,2424724,720406,1704318,96,['K-12 School']
NonResidential,Supermarket / Grocery Store,98122,EAST,1996,1,3,0,119190,Supermarket/Grocery Store,218,10077532,5813407,4264124,267,['Supermarket/Grocery Store']
NonResidential,Other,98134,GREATER DUWAMISH,2008,1,2,0,51856,"Automobile Dealership, Office",37,1938613,1938613,0,14,"['Automobile Dealership', 'Office']"
NonResidential,Mixed Use Property,98134,GREATER DUWAMISH,1921,1,3,12586,53552,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",140,7070998,7070998,0,49,"['Manufacturing/Industrial Plant', 'Office', 'Parking', 'Retail Store']"
NonResidential,Large Office,98105,NORTHEAST,1960,1,3,48510,65434,Office,273,17880184,17791664,88516,129,['Office']
NonResidential,Low-Rise Multifamily,98103,LAKE UNION,2000,1,3,36093,56986,Multifamily Housing,22,1997182,1744199,252982,26,['Multifamily Housing']
NonResidential,Worship Facility,98115,NORTHEAST,1957,1,2,0,22220,Worship Facility,35,778356,208060,570296,32,['Worship Facility']
SPS-District K-12,K-12 School,98115,NORTHEAST,1955,1,1,0,46732,K-12 School,46,2331953,753694,1578259,89,['K-12 School']
NonResidential,Mixed Use Property,98108,GREATER DUWAMISH,1962,1,1,0,44700,"Non-Refrigerated Warehouse, Office, Other",43,2042771,1689972,352799,31,"['Non-Refrigerated Warehouse', 'Office', 'Other']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1976,1,1,0,44100,Non-Refrigerated Warehouse,40,1618916,1618916,0,11,['Non-Refrigerated Warehouse']
NonResidential,Distribution Center,98108,GREATER DUWAMISH,1965,1,1,0,27800,Distribution Center,44,1224186,880605,343581,24,['Distribution Center']
NonResidential,Warehouse,98134,GREATER DUWAMISH,2001,1,1,0,46340,Non-Refrigerated Warehouse,55,2564004,2564004,0,18,['Non-Refrigerated Warehouse']
Campus,Other,98155,GREATER DUWAMISH,1994,3,1,0,22800,Manufacturing/Industrial Plant,98,2222098,358020,1864077,102,['Manufacturing/Industrial Plant']
NonResidential,Small- and Mid-Sized Office,98122,CENTRAL,1910,1,3,0,38460,Office,51,1950713,1464669,486044,36,['Office']
NonResidential,Worship Facility,98103,NORTHWEST,1922,1,2,0,21022,Worship Facility,45,945246,137902,807343,44,['Worship Facility']
SPS-District K-12,K-12 School,98116,SOUTHWEST,1954,1,2,0,51489,K-12 School,38,1984068,750281,1233786,71,['K-12 School']
NonResidential,Distribution Center,98118,GREATER DUWAMISH,1967,1,1,0,48001,Distribution Center,45,2143651,593580,1550071,86,['Distribution Center']
NonResidential,Warehouse,98118,GREATER DUWAMISH,1979,1,1,0,26380,"Non-Refrigerated Warehouse, Office",19,509124,508416,708,4,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Warehouse,98118,GREATER DUWAMISH,1969,1,1,0,37351,"Non-Refrigerated Warehouse, Office",65,2559462,1276462,1283000,77,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Warehouse,98118,GREATER DUWAMISH,1981,1,1,0,30375,Non-Refrigerated Warehouse,11,345867,345867,0,2,['Non-Refrigerated Warehouse']
NonResidential,Warehouse,98118,GREATER DUWAMISH,1979,1,1,0,30004,"Non-Refrigerated Warehouse, Office",13,369292,369291,0,3,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Other,98115,NORTHEAST,1928,1,3,0,39971,"Office, Other, Retail Store, Swimming Pool",274,10960107,3598398,7361709,416,"['Office', 'Other', 'Retail Store', 'Swimming Pool']"
NonResidential,Worship Facility,98117,BALLARD,1914,1,2,0,33589,Worship Facility,15,509836,111626,398210,22,['Worship Facility']
NonResidential,Small- and Mid-Sized Office,98107,BALLARD,1979,1,3,0,43500,Office,74,3220635,3216396,4239,23,['Office']
NonResidential,Small- and Mid-Sized Office,98107,BALLARD,1978,1,2,0,28492,Office,67,1896299,1363957,532342,38,['Office']
NonResidential,Small- and Mid-Sized Office,98107,BALLARD,1963,1,3,0,22325,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",63,1401316,1401316,0,10,"['Medical Office', 'Office', 'Other', 'Other - Services', 'Parking', 'Retail Store']"
NonResidential,Restaurant,98107,BALLARD,1977,1,3,0,22719,"Parking, Restaurant",60,1358519,1358519,0,9,"['Parking', 'Restaurant']"
NonResidential,Laboratory,98101,DOWNTOWN,1946,1,2,22000,22588,Laboratory,105,7251589,7251588,0,51,['Laboratory']
SPS-District K-12,K-12 School,98122,CENTRAL,1925,1,2,0,37327,K-12 School,40,1967476,724560,1242916,71,['K-12 School']
NonResidential,Retail Store,98144,DOWNTOWN,1917,1,2,0,147545,Retail Store,46,6787070,4133510,2653559,170,['Retail Store']
Nonresidential COS,Other,98115,NORTH,1923,1,2,0,21462,"Office, Other",43,1114385,1114384,0,8,"['Office', 'Other']"
SPS-District K-12,K-12 School,98103,NORTHWEST,1930,1,2,0,47602,K-12 School,49,2249592,777836,1471756,84,['K-12 School']
NonResidential,Other,98013,NORTHWEST,1917,1,2,0,28072,Social/Meeting Hall,57,1362523,192436,1170087,63,['Social/Meeting Hall']
NonResidential,Restaurant,98121,DOWNTOWN,1955,1,2,0,31020,Restaurant,160,4970047,1221601,3748445,208,['Restaurant']
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1917,1,2,0,21600,"Office, Other - Lodging/Residential",76,1636649,1241985,394664,30,"['Office', 'Other - Lodging/Residential']"
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1974,1,5,13320,48505,"Bank Branch, Office",104,4322873,1915699,2407174,141,"['Bank Branch', 'Office']"
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1942,1,3,0,64630,Office,22,1408291,1408291,0,10,['Office']
NonResidential,Worship Facility,98121,DOWNTOWN,1948,1,2,0,20920,Worship Facility,50,1042108,285047,757062,42,['Worship Facility']
NonResidential,Worship Facility,98116,SOUTHWEST,1926,1,2,0,22128,Worship Facility,28,608360,153306,455054,25,['Worship Facility']
NonResidential,Retail Store,98133,NORTHWEST,1968,1,1,0,48139,Retail Store,22,859237,468402,390834,24,['Retail Store']
NonResidential,Worship Facility,98116,SOUTHWEST,1949,1,2,0,21364,"K-12 School, Worship Facility",45,965651,162220,803431,44,"['K-12 School', 'Worship Facility']"
NonResidential,University,98121,DOWNTOWN,1992,1,2,0,28923,College/University,15,439312,174768,264544,15,['College/University']
NonResidential,University,98121,DOWNTOWN,1928,1,3,0,21600,College/University,15,323739,235546,88193,6,['College/University']
NonResidential,Retail Store,98105,NORTHEAST,1996,1,1,0,25735,Retail Store,46,1169395,953695,215700,18,['Retail Store']
NonResidential,Retail Store,98105,NORTHEAST,1956,1,2,0,25862,"Other, Retail Store",186,4801472,2185523,2615949,154,"['Other', 'Retail Store']"
NonResidential,Retail Store,98105,NORTHEAST,2003,1,2,0,49965,"Other, Retail Store",68,3377210,3247196,130013,30,"['Other', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1929,1,2,0,20028,Office,26,511797,360055,0,14,['Office']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,7,0,23622,"Office, Restaurant",19,552008,419848,132159,10,"['Office', 'Restaurant']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1902,1,3,0,23563,"Office, Restaurant",38,883198,883198,0,6,"['Office', 'Restaurant']"
NonResidential,Mixed Use Property,98104,DOWNTOWN,1903,1,3,0,28600,"Office, Restaurant, Retail Store",41,1062723,697769,364954,24,"['Office', 'Restaurant', 'Retail Store']"
NonResidential,Mixed Use Property,98104,DOWNTOWN,1978,1,2,12379,26160,"Office, Parking, Retail Store",84,2186018,2186018,0,15,"['Office', 'Parking', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1906,1,5,0,26840,Office,68,1989287,1989287,0,14,['Office']
NonResidential,Retail Store,98104,DOWNTOWN,1906,1,2,0,46800,"Office, Retail Store",27,1245188,1245187,0,9,"['Office', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1979,1,3,26640,37350,"Office, Parking",53,2067352,2062620,4732,15,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1908,1,3,0,28800,"Non-Refrigerated Warehouse, Office, Other",38,1345026,923904,421122,29,"['Non-Refrigerated Warehouse', 'Office', 'Other']"
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1954,1,3,4968,28584,"Office, Parking",64,1696979,643674,1053305,60,"['Office', 'Parking']"
NonResidential,Retail Store,98121,DOWNTOWN,1931,1,2,0,26270,Retail Store,59,1560462,1064100,496361,34,['Retail Store']
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1926,1,3,7820,49800,"Office, Parking",48,2385395,2385395,0,17,"['Office', 'Parking']"
NonResidential,Mixed Use Property,98121,DOWNTOWN,1954,1,2,6080,22616,"Bank Branch, Other, Parking",20,418348,418348,0,3,"['Bank Branch', 'Other', 'Parking']"
NonResidential,Hotel,98121,DOWNTOWN,1990,1,5,0,57800,Hotel,42,2443065,1375435,1067630,66,['Hotel']
