PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,z_SiteEnergyUse(kBtu),z_TotalGHGEmissions
Large Office,98109,MAGNOLIA / QUEEN ANNE,1996,2,5,115228,98055,"Office, Parking",54,5661690,5661689,0,39,1.1630446630272395,-0.3366795061999537
Small- and Mid-Sized Office,98125,NORTH,1974,1,5,0,74880,"Office, Parking",72,5134608,5134607,0,36,0.94524159933013,-0.384815834463957
Small- and Mid-Sized Office,98115,NORTH,1979,1,6,0,88774,"Office, Parking",71,6029122,6029121,0,42,1.3148764753455435,-0.28854317793595036
Large Office,98115,NORTH,1983,1,5,0,122250,"Adult Education, Bank Branch, Office, Parking",44,5535626,5535625,0,39,1.1109519612808083,-0.3366795061999537
Small- and Mid-Sized Office,98115,NORTH,1979,1,4,0,53730,"Office, Parking",88,4742869,4742869,0,33,0.7833655451874312,-0.43295216272796033
Small- and Mid-Sized Office,98101,DELRIDGE,1960,1,3,0,55593,Office,76,4224872,2842549,1382323,93,0.5693166237939636,0.529774402552106
Large Office,98109,LAKE UNION,1982,1,4,60960,73096,"Office, Parking",65,4695139,4695138,0,33,0.7636423517749014,-0.43295216272796033
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1985,1,4,28800,58195,"Office, Parking",51,2991675,2991674,0,21,0.059729719399420955,-0.6254974757839735
Large Office,98109,LAKE UNION,2009,1,5,66234,118248,"Office, Other, Parking",47,5671256,5651060,20195,40,1.1669975661947287,-0.3206340634452859
Laboratory,98109,LAKE UNION,1928,1,3,0,55200,"Data Center, Laboratory",210,11594121,7500378,4093742,270,3.6144690087110365,3.3698177701283014
Large Office,98109,LAKE UNION,2004,1,6,52582,86700,"Financial Office, Food Service, Office, Other, Parking",37,3238216,3238216,0,23,0.1616064390122119,-0.593406590274638
Large Office,98109,LAKE UNION,2009,1,5,98700,172371,"Medical Office, Office, Parking",42,7851334,7695280,156054,62,2.067858660860582,0.03236567715740507
Warehouse,98109,LAKE UNION,1914,1,5,0,127800,Non-Refrigerated Warehouse,22,2767491,2545590,221900,30,-0.03290854567484225,-0.4810884909919636
Large Office,98109,LAKE UNION,2006,1,4,73673,136143,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",51,6917478,5303806,1613672,123,1.681966716434614,1.0111376851921392
Large Office,98109,LAKE UNION,2006,1,6,109905,193198,"Bank Branch, Office, Parking",41,7519466,7147457,372009,70,1.9307227557394957,0.16072921919474725
Mixed Use Property,98109,LAKE UNION,1954,1,3,0,67380,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",42,2755829,1566221,1189608,74,-0.03772756686857622,0.22491099021341832
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1974,1,5,20826,67236,"Office, Parking",53,3415561,3415561,0,24,0.23488969347994915,-0.5773611475199703
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1972,1,5,20416,66762,"Office, Parking",54,3632614,3632614,0,25,0.324581256433434,-0.5613157047653025
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1970,1,5,20416,66762,"Office, Parking",52,3493094,3493093,0,24,0.26692820919027127,-0.5773611475199703
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1971,1,5,21600,66400,"Office, Parking",50,3484916,3484915,0,24,0.26354886128061966,-0.5773611475199703
Medical Office,98105,NORTHEAST,1994,1,4,95281,95995,Medical Office,88,8422861,8005293,417567,78,2.304027476311722,0.28909276123208943
Self-Storage Facility,98107,BALLARD,1946,2,2,0,111445,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Restaurant/Bar, Outpatient Rehabilitation/Physical Therapy, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store, Self-Storage Facility, Vocat",48,5697472,3007514,2689958,164,1.1778306531107747,1.6690008381335177
Warehouse,98126,SOUTHWEST,1997,1,4,0,98475,Non-Refrigerated Warehouse,11,1090497,768997,321500,22,-0.7258831321749892,-0.6094520330293058
Supermarket / Grocery Store,98134,GREATER DUWAMISH,2008,1,1,0,63225,Supermarket/Grocery Store,103,6522552,6522551,0,45,1.518773716609834,-0.24040684967194706
Other,98118,DELRIDGE,1955,1,1,0,113780,"Office, Other - Services",31,3574542,1470885,2103657,122,0.30058449783606483,0.9950922424374714
Warehouse,98134,GREATER DUWAMISH,1999,1,1,0,243044,Non-Refrigerated Warehouse,4,1396082,700977,695105,42,-0.5996079999946431,-0.28854317793595036
Other,98109,MAGNOLIA / QUEEN ANNE,1952,1,3,12998,53464,"Other, Parking",96,6876440,6876438,0,48,1.6650088196974802,-0.19227052140794373
Retail Store,98133,NORTHWEST,1997,1,1,0,131387,Retail Store,81,8773058,7704514,1068542,110,2.448737368695709,0.8025469293814581
Warehouse,98133,NORTHWEST,1999,1,3,0,94400,Non-Refrigerated Warehouse,12,784364,680865,103500,10,-0.8523847112438765,-0.801997346085319
Other,98133,NORTHWEST,1964,6,1,0,111900,"Parking, Strip Mall",79,9814820,6390148,3424670,226,2.8792186889518137,2.66381828892292
Supermarket / Grocery Store,98133,NORTHWEST,1997,1,1,0,50083,"Parking, Supermarket/Grocery Store",173,8663691,6528390,2135300,159,2.4035442722375455,1.5887736243601789
Large Office,98103,LAKE UNION,1988,1,3,28645,95426,Office,52,4991360,4989211,2149,35,0.886048052086089,-0.40086127721862475
Small- and Mid-Sized Office,98103,LAKE UNION,2000,1,4,36528,53472,Office,43,3897738,3897737,0,27,0.4341369222684131,-0.529224819255967
Small- and Mid-Sized Office,98103,LAKE UNION,2001,1,3,33709,62332,"Office, Parking",87,5413418,5413417,0,38,1.0604526522391482,-0.3527249489546215
Large Office,98103,LAKE UNION,1999,1,4,103032,140302,"Office, Parking",62,8651835,8116657,535178,85,2.398645085539474,0.4014108605147638
Large Office,98108,GREATER DUWAMISH,1982,1,5,121375,268920,"Office, Parking",32,7683885,7683884,0,54,1.9986646735625575,-0.09599786487993711
Warehouse,98108,GREATER DUWAMISH,1967,1,2,0,90000,"Non-Refrigerated Warehouse, Office",16,1429146,1272922,156224,17,-0.5859451534203316,-0.6896792468026447
Retail Store,98108,GREATER DUWAMISH,1966,1,1,0,50200,Retail Store,21,1047461,507461,540000,32,-0.7436666509619498,-0.44899760548262807
Small- and Mid-Sized Office,98107,BALLARD,1925,1,6,6200,87833,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store",57,4758198,2871051,1887147,120,0.7896998597028443,0.9630013569281358
Warehouse,98107,BALLARD,1941,1,2,0,63240,Non-Refrigerated Warehouse,4,227567,85409,142158,8,-1.082466733504852,-0.8340882315946546
Self-Storage Facility,98119,MAGNOLIA / QUEEN ANNE,1988,1,4,23400,106893,"Parking, Self-Storage Facility",4,465533,465533,0,3,-0.9841334118286301,-0.9143154453679935
Warehouse,98119,MAGNOLIA / QUEEN ANNE,1997,1,4,0,106041,Non-Refrigerated Warehouse,11,1123943,739343,384600,26,-0.7120624339374977,-0.5452702620106347
Self-Storage Facility,98119,MAGNOLIA / QUEEN ANNE,1956,1,3,0,94470,Self-Storage Facility,11,1000797,432859,567938,33,-0.7629493473248724,-0.43295216272796033
Large Office,98104,DOWNTOWN,2002,1,10,38186,143508,"Office, Other, Parking",50,7637986,7637985,0,53,1.9796980937502442,-0.11204330763460488
Retail Store,98105,NORTHEAST,1987,1,2,0,69492,Retail Store,5,318963,318963,0,2,-1.044699690028389,-0.9303608881226613
Warehouse,98108,GREATER DUWAMISH,1966,1,1,0,22780,Non-Refrigerated Warehouse,18,402051,402051,0,3,-1.0103657136139688,-0.9143154453679935
Distribution Center,98168,GREATER DUWAMISH,1967,1,1,0,124472,"Distribution Center, Parking",44,5464762,1145957,4318805,237,1.0816692380881514,2.8403181592242652
Distribution Center,98168,GREATER DUWAMISH,1967,1,1,0,50065,"Distribution Center, Parking",31,1529510,836261,693249,43,-0.5444723148773787,-0.2724977351812826
Distribution Center,98108,GREATER DUWAMISH,1969,1,1,0,57540,Distribution Center,45,2582687,1310981,1271706,77,-0.10927403981708315,0.27304731847742164
Warehouse,98108,GREATER DUWAMISH,1966,1,1,0,85400,Non-Refrigerated Warehouse,18,1536998,1536998,0,11,-0.5413780916996493,-0.7859519033306512
Warehouse,98108,GREATER DUWAMISH,1966,1,1,0,55700,Non-Refrigerated Warehouse,9,519806,519806,0,4,-0.9617064921538295,-0.8982700026133257
Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1964,1,1,0,53250,"Office, Parking",34,1794187,1048173,746014,47,-0.43510136028177526,-0.2083159641626115
Small- and Mid-Sized Office,98109,MAGNOLIA / QUEEN ANNE,1987,1,6,28427,50245,Office,28,2179720,1888502,291217,29,-0.2757897758293794,-0.4971339337466314
Warehouse,98133,NORTHWEST,1986,1,3,0,64660,Non-Refrigerated Warehouse,5,325513,237813,87700,6,-1.041993071196374,-0.8661791171039902
Mixed Use Property,98122,EAST,1927,1,2,19928,55916,"Office, Other, Parking",65,3684188,3406851,277337,38,0.34589288385974476,-0.3527249489546215
Distribution Center,98134,GREATER DUWAMISH,1968,1,1,0,161678,Distribution Center,58,9357230,6332002,3025227,205,2.6901314047775102,2.3268639910748963
Distribution Center,98134,GREATER DUWAMISH,1980,1,1,0,52613,Distribution Center,18,1061458,527872,533586,32,-0.7378827511464213,-0.44899760548262807
Other,98134,GREATER DUWAMISH,1940,1,1,0,56608,"Office, Other",90,5094197,4253264,840932,74,0.9285427941972211,0.22491099021341832
Supermarket / Grocery Store,98155,NORTH,1980,1,1,0,58480,Supermarket/Grocery Store,249,11054535,6817771,4236763,273,3.391498989002398,3.417954098392305
Large Office,98109,LAKE UNION,2005,1,6,124800,211900,"Office, Parking, Retail Store",42,9058916,7877393,0,55,2.566860826112825,-0.07995242212526933
Retail Store,98109,LAKE UNION,1996,1,4,159994,104014,Retail Store,100,9937707,7307906,2629800,191,2.9299985772586554,2.102227792509548
Small- and Mid-Sized Office,98144,CENTRAL,1914,1,2,0,62220,"Office, Other - Services, Parking",88,5444254,5431426,12827,39,1.0731948351863254,-0.3366795061999537
Small- and Mid-Sized Office,98144,GREATER DUWAMISH,1970,1,1,0,65430,"Office, Other",46,3181046,1705793,1475252,90,0.13798240868758735,0.4816380742881027
Large Office,98105,NORTHEAST,2006,1,3,42440,59850,"Office, Parking",72,6062770,5913177,149593,49,1.328780644881366,-0.17622507865327597
Warehouse,98108,GREATER DUWAMISH,1991,1,2,0,323916,"Non-Refrigerated Warehouse, Office",25,8024064,3548085,4475979,262,2.1392348854184338,3.2414542280909595
Small- and Mid-Sized Office,98102,LAKE UNION,1978,1,4,31210,54175,"Data Center, Office, Parking",91,4855036,4855036,0,34,0.8297156695432499,-0.41690671997329254
Distribution Center,98108,GREATER DUWAMISH,1989,1,2,0,98024,"Distribution Center, Office",20,1988334,1373037,615298,42,-0.3548751119796084,-0.28854317793595036
Mixed Use Property,98109,LAKE UNION,1928,1,1,15000,50000,"Office, Other, Parking",87,2603931,1612547,991384,64,-0.10049550386787337,0.06445656266674062
Large Office,98109,LAKE UNION,1990,1,5,66620,77953,"Office, Parking",65,5135040,5135039,0,36,0.9454201122057682,-0.384815834463957
Retail Store,98125,NORTH,1950,1,2,0,302812,Retail Store,24,7290824,5590290,1700534,129,1.8362423369624656,1.1074103417201457
Other,98125,NORTH,1969,1,2,0,98539,Strip Mall,55,5450442,5266334,184107,46,1.0757518668401433,-0.22436140691727927
Small- and Mid-Sized Office,98144,NORTHWEST,1981,1,6,0,86483,"Office, Parking",74,6361236,6361236,0,44,1.4521140336319236,-0.2564522924266148
Distribution Center,98106,DELRIDGE,1976,1,1,0,51600,"Distribution Center, Office",22,1124543,815508,309035,22,-0.7118144993880001,-0.6094520330293058
Warehouse,98106,DELRIDGE,1968,1,1,0,140520,Non-Refrigerated Warehouse,16,2225512,1310524,914988,58,-0.25686741101172667,-0.03181609386126602
Large Office,98109,MAGNOLIA / QUEEN ANNE,1986,1,5,62380,91649,"Office, Parking",51,4636396,4060681,575715,59,0.7393683197063441,-0.015770651106598248
Other,98133,NORTHWEST,2005,1,3,91935,69854,"Medical Office, Parking",100,6963616,6947606,16010,49,1.7010320568424768,-0.17622507865327597
Medical Office,98133,NORTHWEST,2005,1,3,0,63909,"Medical Office, Retail Store",75,4765754,4765753,0,33,0.7928221821295167,-0.43295216272796033
Warehouse,98103,NORTHWEST,1948,1,2,0,53472,"Non-Refrigerated Warehouse, Office",17,971156,381025,590131,34,-0.7751977272943004,-0.41690671997329254
Warehouse,98108,GREATER DUWAMISH,1980,1,1,0,50417,Non-Refrigerated Warehouse,37,1847401,855017,992384,59,-0.4131120450868379,-0.015770651106598248
Retail Store,98125,NORTH,1965,1,2,0,168619,Retail Store,37,6455828,5456882,998946,91,1.4912017418087102,0.4976835170427705
Large Office,98109,LAKE UNION,2000,1,4,71385,104500,"Office, Parking",62,6486378,6486377,0,45,1.503825742620627,-0.24040684967194706
Warehouse,98134,GREATER DUWAMISH,1969,1,2,0,104786,Non-Refrigerated Warehouse,10,1028377,666718,361659,24,-0.7515526225329685,-0.5773611475199703
Other,98134,GREATER DUWAMISH,2000,1,1,41600,11440,Other,34,1770028,955967,814060,50,-0.445084444917294,-0.1601796358986082
Other,98134,GREATER DUWAMISH,1973,1,1,0,110689,Other,21,2339814,356328,1983486,108,-0.20963505288394577,0.7704560438721225
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1948,1,1,0,53620,Office,38,2058955,1890584,168371,22,-0.32569280227949804,-0.6094520330293058
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1938,1,1,0,50008,Office,64,3202213,2270837,931375,65,0.14672912636961163,0.08050200542140838
Large Office,98119,MAGNOLIA / QUEEN ANNE,2009,1,4,100176,191000,"Office, Parking",34,6657348,6585119,72228,50,1.5744746924999526,-0.1601796358986082
Warehouse,98134,GREATER DUWAMISH,1957,1,1,0,50832,"Non-Refrigerated Warehouse, Office",50,2551022,613991,1937032,107,-0.12235878566681617,0.7544106011174548
Refrigerated Warehouse,98108,GREATER DUWAMISH,1971,1,1,0,76354,Refrigerated Warehouse,37,2843034,2832924,10109,20,-0.0016923462203536788,-0.6415429185386413
Warehouse,98134,GREATER DUWAMISH,1956,1,1,0,98480,Non-Refrigerated Warehouse,29,2831566,2403347,428218,40,-0.006431201909750114,-0.3206340634452859
Mixed Use Property,98103,LAKE UNION,1904,1,2,0,53002,"Multifamily Housing, Parking, Restaurant, Retail Store",64,3441643,2574531,867112,64,0.2456674083466075,0.06445656266674062
Small- and Mid-Sized Office,98109,LAKE UNION,1970,1,7,0,94002,"Office, Parking",60,5662234,5662234,0,39,1.1632694570187838,-0.3366795061999537
Warehouse,98108,GREATER DUWAMISH,1974,1,1,0,93020,Non-Refrigerated Warehouse,14,1252324,1252324,0,9,-0.6590122916057568,-0.8180427888399868
Other,98121,DOWNTOWN,1946,1,1,0,23000,"Office, Other",31,711118,260639,450480,26,-0.8826517345980386,-0.5452702620106347
Large Office,98104,DOWNTOWN,1913,5,7,0,154159,Office,58,11195917,1608768,343050,29,3.4499214597975016,-0.4971339337466314
Small- and Mid-Sized Office,98104,DOWNTOWN,1904,1,5,0,78920,Office,36,2830675,2830674,0,20,-0.00679938471575397,-0.6415429185386413
Small- and Mid-Sized Office,98104,DOWNTOWN,1906,1,7,0,99440,"Office, Retail Store",74,6606832,4685851,1920981,135,1.553600256329256,1.2036829982481525
Small- and Mid-Sized Office,98104,DOWNTOWN,1907,1,6,0,73260,Office,45,2853190,2853189,0,20,0.002504359254141455,-0.6415429185386413
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,4,0,69817,"Office, Retail Store",36,2178074,1245123,161866,77,-0.276469942943501,0.27304731847742164
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,4,0,84750,"Enclosed Mall, Office",30,2094725,1846842,247883,26,-0.31091177088695265,-0.5452702620106347
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,6,13320,62176,"Office, Restaurant, Retail Store",59,3570162,3570162,0,25,0.29877457562473275,-0.5613157047653025
Large Office,98104,DOWNTOWN,1900,1,4,0,164380,"Office, Retail Store",53,7655751,6196714,1059498,130,1.9870390225366175,1.1234557844748136
Large Office,98104,DOWNTOWN,1907,1,7,0,160580,Office,27,4336188,3014081,974898,100,0.6153150943137451,0.6420925018347804
Small- and Mid-Sized Office,98104,DOWNTOWN,1909,1,6,0,73470,"Non-Refrigerated Warehouse, Office, Retail Store",49,3212269,3212269,0,22,0.15088450941919052,-0.6094520330293058
Other,98104,DOWNTOWN,1906,1,3,0,67755,"Data Center, Office, Other, Other - Entertainment/Public Assembly",29,1904480,1904480,0,13,-0.38952561816888714,-0.7538610178213158
Mixed Use Property,98134,GREATER DUWAMISH,1910,1,3,0,56700,"Distribution Center, Non-Refrigerated Warehouse, Office",42,2371575,2045416,326159,32,-0.19651063750629316,-0.44899760548262807
Warehouse,98134,GREATER DUWAMISH,1922,1,1,0,82852,"Non-Refrigerated Warehouse, Retail Store",26,2153604,1058065,1095539,66,-0.28658154032050925,0.09654744817607616
Other,98134,GREATER DUWAMISH,1953,1,2,0,76442,"Distribution Center, Office, Other",52,3978277,1705403,2272874,133,0.4674175900717179,1.171592112738817
Distribution Center,98134,GREATER DUWAMISH,1962,1,2,0,92792,"Distribution Center, Office",32,3155496,2024573,1130923,74,0.1274245291214835,0.22491099021341832
Other,98134,GREATER DUWAMISH,1941,2,2,0,125519,Manufacturing/Industrial Plant,16,2244317,2244317,0,16,-0.2490967290062244,-0.7057246895573124
Large Office,98134,GREATER DUWAMISH,1900,1,4,25800,103200,Office,42,4374646,4374645,0,30,0.6312068724880395,-0.4810884909919636
Warehouse,98134,GREATER DUWAMISH,1954,1,1,0,78814,Non-Refrigerated Warehouse,11,861973,635127,226846,16,-0.820314790490618,-0.7057246895573124
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1904,1,4,0,58970,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",30,1776412,1152375,624037,41,-0.4424464213106401,-0.30458862069061815
Distribution Center,98134,GREATER DUWAMISH,1910,1,6,10800,64800,"Distribution Center, Office, Parking",44,2688676,2688675,0,19,-0.06547681487259077,-0.6575883612933091
Distribution Center,98134,GREATER DUWAMISH,1907,1,4,0,56270,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",19,1056782,1056782,0,7,-0.7398149877355055,-0.8501336743493224
Small- and Mid-Sized Office,98104,DOWNTOWN,1904,1,4,0,66842,"Office, Retail Store",105,5608600,3457540,2151060,138,1.1411065876391981,1.2518193265121558
Small- and Mid-Sized Office,98104,DOWNTOWN,1909,1,6,10800,64488,"Office, Parking",44,2891605,2891229,376,20,0.018378368785721858,-0.6415429185386413
Large Office,98104,DOWNTOWN,1904,1,7,0,184322,"Data Center, Office",53,9722890,9722889,0,68,2.841230983726298,0.1286383336854117
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1914,1,2,0,64512,Office,95,5968154,2952139,3016015,181,1.2896830193225994,1.94177336496287
Warehouse,98134,GREATER DUWAMISH,1926,1,7,0,144050,Non-Refrigerated Warehouse,27,3929371,2389825,1539546,98,0.44720844494217293,0.6100016163254448
Small- and Mid-Sized Office,98104,GREATER DUWAMISH,1930,1,3,0,60592,Office,84,5049446,4788414,261032,47,0.9100505958229466,-0.2083159641626115
Retail Store,98134,GREATER DUWAMISH,1993,1,1,0,107930,Retail Store,67,7221482,6136093,1085388,100,1.8075885410770343,0.6420925018347804
Warehouse,98134,GREATER DUWAMISH,1926,1,1,0,99084,Non-Refrigerated Warehouse,16,1618110,795088,823022,49,-0.5078606464015744,-0.17622507865327597
Distribution Center,98106,DELRIDGE,1953,1,1,0,72719,Distribution Center,36,2581742,2045435,536307,43,-0.1096645367325418,-0.2724977351812826
Small- and Mid-Sized Office,98134,EAST,1930,1,4,0,76624,Office,36,2773648,2468547,305100,33,-0.03036432397274826,-0.43295216272796033
Small- and Mid-Sized Office,98105,NORTHEAST,2001,1,6,36583,55123,"Office, Other, Parking",150,8570571,8570570,0,60,2.3650648301555264,0.00027479164806952494
Large Office,98106,DELRIDGE,1991,1,5,16221,121885,"Office, Parking",70,8381834,8381833,0,58,2.287074125041329,-0.03181609386126602
Retail Store,98108,GREATER DUWAMISH,1973,1,1,0,56572,Retail Store,43,2409429,1315085,1094344,67,-0.18086844677849295,0.11259289093074393
Small- and Mid-Sized Office,98101,DOWNTOWN,1926,1,6,0,97720,"Data Center, Office, Retail Store",34,2478025,2478025,0,17,-0.1525229161829368,-0.6896792468026447
Medical Office,98122,CENTRAL,1987,1,7,0,94500,Medical Office,51,5792926,5792925,0,40,1.2172745605903394,-0.3206340634452859
Retail Store,98106,DELRIDGE,2005,1,1,0,94713,Retail Store,49,5417598,4182901,1234697,95,1.0621799296006478,0.5618652880614415
Large Office,98104,DOWNTOWN,1900,1,6,0,205521,"Office, Retail Store",57,8138616,4325997,1743952,282,2.1865705496085055,3.562363083184315
Small- and Mid-Sized Office,98104,DOWNTOWN,1900,1,6,0,56700,"Office, Retail Store",54,3065954,3065954,0,21,0.09042360340296803,-0.6254974757839735
Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1925,1,4,0,72000,Office,38,2729168,2632591,96576,23,-0.048744538575499693,-0.593406590274638
Large Office,98109,MAGNOLIA / QUEEN ANNE,2000,1,4,94892,96254,"Office, Parking",50,5101504,5101504,0,36,0.931562223785852,-0.384815834463957
Other,98109,MAGNOLIA / QUEEN ANNE,1994,3,2,0,81336,Lifestyle Center,161,13085297,9206777,3878519,270,4.230659091680292,3.3698177701283014
Other,98121,DOWNTOWN,1983,1,6,197130,78852,"Office, Parking",66,5233554,5233553,0,36,0.9861284858877704,-0.384815834463957
Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1982,1,5,0,98668,Office,44,4391348,4391348,0,31,0.6381085438975529,-0.46504304823729586
Large Office,98134,GREATER DUWAMISH,2007,1,1,28381,130550,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",68,8751704,7938248,813455,99,2.4399133780790914,0.6260470590801126
